logFC	AveExpr	t	P.Value	adj.P.Val	B
GNA15	0.700917178446043	7.12652555930004	7.25519242080578	6.27548743982033e-11	5.55600996987798e-10	14.2471699150003
HDDC2	-0.765338825431273	4.82498136107988	-7.25198339388192	6.37648309301459e-11	5.64299530914542e-10	14.2314496186104
HP1BP3	-0.413520489451667	7.07474830891454	-7.24958156190011	6.45312718017616e-11	5.70836463303659e-10	14.2196851496962
FOLR3	1.90428908610534	8.32910673849418	7.24919026154648	6.46570005809243e-11	5.71702540850866e-10	14.2177686391726
PRKAG2-AS1	-0.298274377865848	3.75947150866108	-7.24614149974569	6.5644951253917e-11	5.80188431534081e-10	14.2028376342654
LINC02035	0.905837237598573	7.65812262843159	7.24018976616125	6.76169296408739e-11	5.97360398620085e-10	14.1736958458563
UBIAD1	-0.251405728772459	4.93640132408795	-7.23951954427878	6.78426391609487e-11	5.99096859526572e-10	14.1704147198061
BANP	-0.722179150939843	7.71926686020026	-7.23891427653415	6.8047115877965e-11	6.00644409010439e-10	14.1674516720533
MFSD1	0.394387918275328	6.63655025649643	7.23589960492878	6.90746923631665e-11	6.09452921155306e-10	14.1526948219405
CNKSR2	-0.24537603773371	2.58254816296052	-7.23492003223963	6.94118876379287e-11	6.12165184150986e-10	14.1479002597783
SETD1B	-0.501043395664134	8.15174108963994	-7.23423558822217	6.96484594826337e-11	6.13988071174877e-10	14.1445503510917
MYBBP1A	-0.313978640340686	4.69889624998335	-7.22926017080408	7.13923564499112e-11	6.29091566333287e-10	14.1202022088728
RIMBP3B	-0.536086041958944	4.52265598149005	-7.22790788865197	7.18737694462284e-11	6.33062189605893e-10	14.1135855630756
MRPL10	-0.539705982387495	6.98968154555809	-7.22716510700327	7.21395676895438e-11	6.35131095309527e-10	14.1099513536894
TSTD2	-0.375817177061317	3.95191758335947	-7.22672917785602	7.22960147685723e-11	6.3623589185413e-10	14.1078185424353
YTHDF1	-0.395076846354447	7.77467296271519	-7.2262025570151	7.24854580304684e-11	6.37629998744904e-10	14.105242075699
PEX12	-0.478653556156953	5.40287121547826	-7.22586839039437	7.26059241116971e-11	6.38416403325316e-10	14.1036072155656
PRKCD	0.657390190025765	8.67054936196896	7.22435082061111	7.31555052568804e-11	6.4297368585271e-10	14.0961830624019
LDB1	-0.329622826036208	6.38704791523054	-7.22034689266653	7.46253797198912e-11	6.55612196607116e-10	14.0765979102916
BNIP2	0.959363485242346	7.68113939142164	7.2189683363415	7.51382030920881e-11	6.598354424527e-10	14.0698555952956
ZBTB10	-0.240476400950542	2.66890638709572	-7.21883996135193	7.5186136036926e-11	6.59974331235708e-10	14.0692277549737
PEX5	-0.295770798892398	4.46458910354727	-7.21855391164773	7.52930509567661e-11	6.60630616614256e-10	14.0678287928522
CASC4	0.39006576455445	6.32518076519352	7.21828081039475	7.5395266825782e-11	6.61245129322661e-10	14.0664931747324
IARS	-0.940295784965784	7.02736595191118	-7.21818260377677	7.54320570423242e-11	6.61285554676929e-10	14.066012893646
M6PR	-0.602909985560171	7.91995292238476	-7.21654514397947	7.6048111406564e-11	6.6640197922963e-10	14.0580052040479
GDE1	0.476026181925723	7.9118927902009	7.21337328798877	7.72556649704717e-11	6.76695080766506e-10	14.0424956351127
KIF5B	0.59627594619437	7.87297850498471	7.21280753260607	7.74730414967175e-11	6.78309982835981e-10	14.0397294845154
LZTR1	-0.400821652489248	6.22243787075108	-7.2117448628251	7.78829842241795e-11	6.81475152221614e-10	14.0345339720539
KIAA1324L	-0.309842388870857	3.93847050891365	-7.21169860542554	7.79008775399567e-11	6.81475152221614e-10	14.0343078204618
AURKB	0.605190924712358	3.91802724034467	7.21132532397623	7.80454196808314e-11	6.82449076179321e-10	14.0324828726739
TAF1L	-0.391319464740134	4.77755333225323	-7.21107110069291	7.81440122164221e-11	6.83020547441624e-10	14.0312400110483
FUS	-0.418981029379584	5.73732530002306	-7.2098402497544	7.8623107606323e-11	6.86915917603032e-10	14.0252227709824
G3BP1	-0.382933419376677	5.5957232922256	-7.2056731683518	8.02668130860171e-11	7.00978640928417e-10	14.0048538892496
KLHL42	-0.484599162867882	4.96112282134795	-7.20540773993912	8.03726575744248e-11	7.01604817543269e-10	14.0035566023608
LINC01503	0.750881490058064	6.53783357337797	7.20445158876005	8.07550884851563e-11	7.04643869758589e-10	13.9988835318433
TMX2	-0.627967336144958	7.36959885104404	-7.20407838189014	8.09048485599371e-11	7.05650990262372e-10	13.9970595882107
SFXN2	-0.340854883914022	4.23841545455435	-7.20227710372502	8.16315428452517e-11	7.11687133613525e-10	13.9882568116622
CCNB2	0.537423806276798	4.2163867363733	7.20205403740684	8.17219840313102e-11	7.12173473222813e-10	13.9871667487236
CHST14	-0.421638181912399	5.90275501051244	-7.19803354201793	8.33692055026573e-11	7.26220349247183e-10	13.9675217315901
SRSF8	-0.771275279165391	6.21204306279386	-7.19794654978281	8.34052080549789e-11	7.26226110305831e-10	13.9670967109668
GMFB	0.96712977743113	7.13422680525381	7.19702101575445	8.37892043312259e-11	7.29260635240305e-10	13.9625749123609
ELMOD2	0.469165072631741	4.0986267772543	7.19672593118651	8.39120003996077e-11	7.30020193146291e-10	13.9611332869349
NDUFS5	0.909352778529173	7.56577382794968	7.19428673232369	8.49338992467157e-11	7.38597839873365e-10	13.9492174581413
KLF11	-0.612086033624358	4.38364081055874	-7.19360141808232	8.52232234727848e-11	7.40800346506876e-10	13.9458698565104
PLB1	0.661360030677263	5.08549591421197	7.19348761156683	8.52713644968323e-11	7.40905399173534e-10	13.9453139488128
PCNX1	0.634083506252085	5.85018229858212	7.19145384426814	8.61362218417662e-11	7.48103644389879e-10	13.935380178931
COX5B	0.519886192114066	8.08941673720224	7.19093800591957	8.63569600654384e-11	7.49703917357285e-10	13.9328607653375
CMTM6	0.480386774593648	7.65104124029819	7.19041408554617	8.65817305986931e-11	7.51337830267122e-10	13.9303019430988
MTPAP	-0.565814023979334	5.49365658092543	-7.19015455531264	8.66932880133614e-11	7.51988339124763e-10	13.9290344240732
ACTR10	0.717761481633227	8.82663177480555	7.18915197407804	8.71255807851397e-11	7.55419223440437e-10	13.924138071013
JUP	-0.890104708839175	4.81922800797225	-7.18739852214121	8.78867751059967e-11	7.61697740047712e-10	13.915575231606
REPS1	-0.44383789688788	4.76452860897782	-7.18531331324888	8.88005719637178e-11	7.6929298199091e-10	13.9053932391934
NUP43	-0.463744698634494	5.17618639383135	-7.18261806926138	8.99956661944985e-11	7.79317717922777e-10	13.8922340082999
RIC8A	-0.342085430825355	7.70689590717804	-7.18160002589163	9.0451210725341e-11	7.82932573376172e-10	13.8872639759023
TBC1D7	0.390647098917908	4.41721796000529	7.18125767766046	9.06049143471998e-11	7.83932793650782e-10	13.8855927061447
GK	0.877088853671213	6.83372397854833	7.18016712593615	9.10962654435246e-11	7.87852339477688e-10	13.8802690562874
RIOK3	0.653050463732509	7.85685494867997	7.17815068864459	9.20117419470984e-11	7.95435122116502e-10	13.8704263427087
CEP164	-0.346333269090452	5.29891631516585	-7.17341613512186	9.4197251872114e-11	8.13986261026102e-10	13.847319682875
MINDY1	0.440319104304949	8.01367499200945	7.17318156204181	9.43068602021304e-11	8.1459086603345e-10	13.846175005068
CETP	1.0789207101587	4.33723932891597	7.1710525335511	9.53074824962817e-11	8.22888007485754e-10	13.8357863026898
NR2C1	-0.396087272956961	3.19620546547161	-7.17076801780968	9.54419965236572e-11	8.23703312290899e-10	13.8343980762086
LSS	-0.34764203753674	4.48214020063975	-7.17011331428258	9.57522437582541e-11	8.26033944999313e-10	13.8312036809087
SIK3	-0.382347570182035	5.3834737107705	-7.16913852319141	9.62160248615709e-11	8.29686569400092e-10	13.8264477220185
EZR	-0.49787148727468	6.16520248707739	-7.16723109837391	9.71299783895985e-11	8.37216411882492e-10	13.8171421492494
ADGRE1	1.33699511454044	8.00136282472453	7.16557544690243	9.79302641824368e-11	8.43760586450689e-10	13.809065589282
SLC25A40	1.22754823264312	7.29066954047678	7.16435853435043	9.8522641270101e-11	8.48508698851343e-10	13.8031296961966
DERA	0.775539058155671	6.26569541323825	7.16303512207991	9.91708918560492e-11	8.5373383190195e-10	13.7966747207101
NUP214	0.34271141195065	6.98045209551354	7.16277684108704	9.9297898360144e-11	8.54469226718007e-10	13.7954149981495
TERF2	-0.206271671613823	3.90465537736557	-7.15707276343657	1.02144257716452e-10	8.78594538223261e-10	13.7675984134558
PLGRKT	0.829096127950661	6.63495534229836	7.15659887034318	1.02384337931941e-10	8.80291113039103e-10	13.7652877734702
RIPOR1	-0.395616595717478	5.77475227210257	-7.15591969593791	1.02729391441584e-10	8.82888441962819e-10	13.7619763036878
ZNF614	-0.267400679089738	3.44825822534594	-7.15513342289461	1.03130295586417e-10	8.85963396323278e-10	13.7581427894366
CD1E	-0.351991629339714	3.41656330644665	-7.14999439945645	1.05789022933259e-10	9.08148052711553e-10	13.7330909059148
URB2	-0.43992152514108	4.27942652152772	-7.14997138299831	1.05801082203098e-10	9.08148052711553e-10	13.732978718912
FBXO38	0.694064610396944	6.98187244161483	7.14967219356968	1.05957963844112e-10	9.09114905650378e-10	13.7315204191182
CHCHD4	-0.40314075808232	5.52080073488662	-7.14727080852847	1.07225521058679e-10	9.19606524305008e-10	13.7198164497723
VPS13C	-0.593016354372104	5.58764250352759	-7.14606358117509	1.0786841247254e-10	9.24734254442316e-10	13.7139331442149
KLF8	-0.290610663147076	2.63725974241241	-7.14570254598744	1.08061417334396e-10	9.26002529109465e-10	13.7121737429768
C8orf76	0.766665385672492	5.52538183733907	7.14456224910009	1.08673255446351e-10	9.30857326455632e-10	13.7066170418056
BRPF1	-0.448811720762893	5.73027862825225	-7.14289783455078	1.09572480532847e-10	9.3816870936228e-10	13.6985068669505
TRIM74	-0.33519388546965	5.73392216329673	-7.14192986680181	1.10098826056826e-10	9.42282705806631e-10	13.693790570858
CBS	0.640580061062717	4.60023234904801	7.14019721164929	1.11047243406606e-10	9.50004081916051e-10	13.6853490050611
PDGFC	1.51409049679052	5.14625350970729	7.1388614282977	1.11783943622234e-10	9.55908554928538e-10	13.678841513854
ZC3H14	-0.445508939266336	4.83062317926391	-7.13873112677475	1.11856065133246e-10	9.56127405334061e-10	13.6782067515457
ZNF710	-0.229975052176688	4.82489429523237	-7.13759306204168	1.12487943590031e-10	9.6112879535615e-10	13.6726628587717
CIB1	-0.67657053780595	8.1068769576057	-7.13630477945736	1.13207494653012e-10	9.66874816136636e-10	13.6663875858952
ROCK1	0.458427455764728	5.78696255664928	7.13490726885631	1.13993210575583e-10	9.73180924020631e-10	13.6595807171603
GK3P	1.08698120929331	6.56607174015811	7.13440235693882	1.14278411491612e-10	9.75210580457284e-10	13.6571215549212
ST20	0.824406383802996	7.37147629363509	7.13404684538653	1.14479647201802e-10	9.7631402889674e-10	13.6553900811783
WBP4	0.785908319641403	4.67439368679347	7.13400608781455	1.14502740261869e-10	9.7631402889674e-10	13.6551915785864
YOD1	0.798508869180989	4.76819657295901	7.13389921420355	1.14563316297538e-10	9.76425378099587e-10	13.6546710713722
TNFRSF21	-0.307024047376965	3.21746849631515	-7.13168189870156	1.15827279417205e-10	9.86788874272033e-10	13.6438726954104
BEND7	0.407754622292904	3.61026358287207	7.13065179347923	1.16419173419063e-10	9.91420470198229e-10	13.6388564688499
SF3A3	-0.755977710958131	5.75171566023454	-7.13036718801168	1.16583234166323e-10	9.92406329280766e-10	13.6374705925901
FXYD5	-0.580589740755093	8.16919825588745	-7.12760723263166	1.18186138212538e-10	1.005634349536e-09	13.6240321156045
MID1IP1	-0.74141247122056	6.97820884080962	-7.12692691423398	1.18584590468814e-10	1.0083770805453e-09	13.6207198691825
PPP3CC	-0.305897758683539	3.96976997869728	-7.12688936959792	1.18606618505913e-10	1.0083770805453e-09	13.6205370800046
CD163	2.01626920805888	6.98250772833154	7.12481439462274	1.19830363408903e-10	1.0183598584324e-09	13.6104354291703
KIR2DS2	-0.901591490571468	3.82138510692728	-7.12400597198599	1.20310520593534e-10	1.02201772950662e-09	13.6065000514484
IL10	1.01801039359864	4.03822278882232	7.12349592333587	1.20614440703546e-10	1.02417609174263e-09	13.6040172320321
CCDC17	0.711447389638406	4.99164913697345	7.12321461047421	1.20782390485025e-10	1.02517857995736e-09	13.602647882058
DENND4C	-0.448482748839866	5.26236783259544	-7.12305269021217	1.20879165371807e-10	1.02557637044808e-09	13.6018597096711
GRN	0.670399105154178	9.27610619100157	7.1204686686475	1.22433993151032e-10	1.03796060339092e-09	13.5892824485111
RAD1	-0.474827896281732	5.32264712670827	-7.12045899453366	1.22439851215125e-10	1.03796060339092e-09	13.5892353645795
NEURL4	-0.439449242252786	4.64001832255045	-7.11895920763556	1.23351398912806e-10	1.04519570227676e-09	13.5819361768568
BAG4	0.716412962195827	5.78224456869707	7.11888767209884	1.23395044708912e-10	1.04519570227676e-09	13.5815880403353
SPINDOC	-0.475980739681129	4.80816103262073	-7.1185298069206	1.23613617900611e-10	1.04661567129775e-09	13.5798464641518
NATD1	0.509441193784813	7.16213781048192	7.11841495811163	1.23683845333222e-10	1.04677896942026e-09	13.5792875509798
FAM172A	0.736685447863877	6.27789773684074	7.11789251569485	1.24003806156132e-10	1.0490548426111e-09	13.5767451193309
HIST1H4J	0.828943186044309	5.51826965756066	7.11777263067669	1.24077343254878e-10	1.04924499034753e-09	13.5761617162466
GAL3ST4	-0.527506054922105	4.56868671998591	-7.1173817050981	1.24317436047262e-10	1.05084286027774e-09	13.5742593580741
TBC1D10A	-0.433494066130056	5.76845563032698	-7.11517585106377	1.25680845058046e-10	1.06193079156982e-09	13.5635257320986
OR2A20P	-0.322226248287153	3.54744740402632	-7.11458559520145	1.26048179726717e-10	1.06459681266104e-09	13.5606537662123
GRWD1	-0.479979075903469	5.62396345262737	-7.11421999079281	1.26276239989426e-10	1.06608482150481e-09	13.5588749139304
POLD2	-0.643769543127037	5.5652395434499	-7.11081876568065	1.28417575626257e-10	1.08371776654782e-09	13.5423277943546
GNAI3	0.781798299118345	8.21123627693994	7.11012163154813	1.28860897722521e-10	1.08701255636292e-09	13.5389365564149
ADCY9	-0.381313917403619	4.29940853007485	-7.10876030975912	1.29730965966582e-10	1.09373950131054e-09	13.5323146958278
CDADC1	0.991931539984416	4.60355753658873	7.1087075531913	1.29764801411022e-10	1.09373950131054e-09	13.5320580819221
ADAM17	0.792206507048292	7.00175027755293	7.10774105823009	1.30386212654293e-10	1.09852656163718e-09	13.5273570628852
TYW5	0.663577771513023	5.03856297647322	7.10764770070593	1.30446393092061e-10	1.09858316870851e-09	13.5269029853103
EEF1AKNMT	-0.395232641829081	5.83939882394407	-7.10687075226217	1.30948300741135e-10	1.10213813830031e-09	13.5231241033163
DCTN4	0.407625225911163	5.78596963438888	7.10682829754768	1.30975781484713e-10	1.10213813830031e-09	13.5229176185512
HOOK3	0.512721255056875	4.79371510039983	7.10672545399235	1.31042375334481e-10	1.10224714316343e-09	13.522417425599
TSEN2	-0.413294197132822	3.66438734563714	-7.10364110876676	1.33055230723318e-10	1.11872010480092e-09	13.507417528336
NCAPD3	-0.503911038820818	5.56278610448079	-7.10195382144424	1.34169289843863e-10	1.12762565930534e-09	13.4992128486765
ACOX2	0.658644056840214	3.59565649111177	7.0991896472588	1.36014382596793e-10	1.14266539165229e-09	13.4857731740634
TTC17	-0.379805620247865	5.51624180932403	-7.09724243822065	1.37329216673339e-10	1.15323991557844e-09	13.4763067979278
PWP1	-0.505082481329271	6.38909246305135	-7.09622476921274	1.38021389401025e-10	1.15857905670003e-09	13.4713597642207
ABI3	-0.585950926748598	6.93873068623889	-7.09544633696617	1.38553175705201e-10	1.16256807168893e-09	13.4675758679597
ARHGAP5	-0.497957202825578	3.06854543500981	-7.09534295167558	1.38623955913265e-10	1.16268721227008e-09	13.4670733317337
C5orf30	1.73894904866247	6.28964268939583	7.09498780363254	1.38867372282675e-10	1.16425362424997e-09	13.4653470448941
CAD	-0.304670378543312	4.33527978888352	-7.08981983463653	1.42457747862628e-10	1.19386796934304e-09	13.4402303725369
S100A8	0.737656470179184	10.0215355179179	7.08904567378579	1.43003446024811e-10	1.19795263447364e-09	13.4364684716355
USP6NL	0.404806638389871	3.76647497987123	7.08893652026437	1.43080553604672e-10	1.19811014507841e-09	13.4359380709605
PCID2	-0.634616684029541	5.98419599841805	-7.08862578393983	1.43300287672641e-10	1.19946134883303e-09	13.4344281518967
BLMH	-0.548413460881339	5.32842329147953	-7.08801575589457	1.43732635544216e-10	1.20259036148131e-09	13.4314639949393
DUSP6	-0.965409690514278	8.4678136917169	-7.08757296121223	1.4404726843656e-10	1.20473232360719e-09	13.4293124913736
GPR89B	-0.626045781878109	6.28818888015632	-7.08683573851897	1.44572624699474e-10	1.20863420054902e-09	13.425730494294
PRPS1	-0.552330360297865	5.8748815560644	-7.0863233859113	1.44938852434988e-10	1.21120312268669e-09	13.4232411695081
SLC25A38	-0.732932844201127	6.4996653687176	-7.08534996595465	1.45637182617113e-10	1.21654409170694e-09	13.418511875635
TMEM245	-0.615629394202283	6.41042151824006	-7.08478796244824	1.46041879615753e-10	1.21942892491837e-09	13.4157815278797
MAP2K5	-0.228973745570431	3.591053417851	-7.08352967069065	1.46952014943033e-10	1.22653003861267e-09	13.4096687306255
COQ2	0.70480189976579	5.11319089512768	7.08258750972962	1.47637165704227e-10	1.2317483223939e-09	13.4050919595071
HUWE1	-0.183261592060394	5.57286496331222	-7.08225897870856	1.47876820656998e-10	1.23324707292234e-09	13.4034960939944
PLD3	-0.623038653086381	7.06579555079997	-7.08160199523214	1.48357229591744e-10	1.2363992585687e-09	13.4003048254632
ARMCX5	-0.489598839006307	3.78379105650611	-7.08152032904502	1.484170546378e-10	1.2363992585687e-09	13.3999081430617
RNF165	-0.314889245603994	2.88523773418372	-7.08149542967433	1.48435299571219e-10	1.2363992585687e-09	13.3997871980851
RUFY3	-0.629502753728255	4.37901934908301	-7.08021164569715	1.49379004269412e-10	1.24375573692551e-09	13.3935516189358
NLRP1	-0.639188748944736	5.47633810132684	-7.0782598872156	1.50825131270065e-10	1.25528781792975e-09	13.3840723518909
CLEC2D	-0.887020999058493	5.13110891222297	-7.07698341747153	1.51778403992927e-10	1.26271029297598e-09	13.377873330981
IGFBP3	-0.503399331244032	4.25446996892342	-7.07238338638165	1.5526349197725e-10	1.29118150410381e-09	13.3555372212346
PFKL	-0.328244983206316	6.80042923229971	-7.07184245949159	1.55678483319881e-10	1.29410888096288e-09	13.352911021778
COX6B1	0.400896450654304	9.50574606694072	7.07142954416273	1.55996005237867e-10	1.29622398367688e-09	13.3509063677111
ARMC8	0.368818397870912	5.13424284126533	7.07044826099244	1.56753164043354e-10	1.30167509382809e-09	13.3461425280444
QARS	-0.639898776880749	8.12599293185131	-7.07041522602723	1.56778717077451e-10	1.30167509382809e-09	13.3459821572603
OIP5	0.430226621988143	3.45792315427326	7.06682184807794	1.59583021726273e-10	1.32442306682278e-09	13.3285394634394
DNAJC13	0.362261489277597	4.46008662416166	7.06398601781527	1.61831154071968e-10	1.34253871014326e-09	13.3147762898033
MCU	0.702284669913872	6.37547191458496	7.06283804360194	1.62750115252797e-10	1.34961748116615e-09	13.3092053863407
ZKSCAN7	0.512822806209317	4.36383127184063	7.06238772596997	1.63112007226634e-10	1.35207286668015e-09	13.307020169982
TRIM62	-0.287239821247186	4.42064508564501	-7.06022150979041	1.64864027534858e-10	1.3660447184733e-09	13.2965090791976
MFSD6	-0.67391094431821	4.54854430091335	-7.05872470593189	1.66085507434725e-10	1.37561108112703e-09	13.2892468565289
ACSS1	-0.269658329681011	4.6159449635641	-7.05857954286615	1.66204444721077e-10	1.37599701126441e-09	13.2885425815442
NCR3LG1	-0.446939562824609	3.25036271175191	-7.05850442264312	1.66266026520489e-10	1.37599701126441e-09	13.2881781293975
LINC01127	1.35900485687688	6.66244308886191	7.05552230447634	1.68729037377485e-10	1.39581843360303e-09	13.2737112802107
ENTPD7	1.48448472866445	5.67875143069468	7.05505845554334	1.69115376281703e-10	1.39845145561880e-09	13.2714612584673
CDKN3	1.40729058528587	4.40249718529002	7.05395919451298	1.70034450434649e-10	1.40548588977539e-09	13.2661292196354
TGFA	0.521930161700753	5.74829322593674	7.05286719191223	1.7095235332501e-10	1.4125049893348e-09	13.2608326907346
RBM23	-0.46595892650242	8.39564199187442	-7.04943058021175	1.73873203152587e-10	1.43606127475181e-09	13.2441660972005
PTGDS	-0.567920764969343	5.9928007783529	-7.04927372925413	1.74007687035065e-10	1.43659460059604e-09	13.2434054858172
RABL6	-0.376706380287963	5.82718733884332	-7.04445127535581	1.78193105415685e-10	1.47055828240438e-09	13.2200231865408
PPM1M	0.746726538338719	8.37063591969258	7.04389300644406	1.78684021178557e-10	1.47401764399766e-09	13.2173167275802
HSD3B7	0.587356848037091	5.81983802611623	7.04323009388503	1.79268695388408e-10	1.4782473601671e-09	13.2141030643591
NAMPT	0.729007499028315	10.6256596228831	7.04301067426683	1.79462635647874e-10	1.47925298833861e-09	13.213039387931
CLTC	0.319888983189106	4.9171569153259	7.04200132189352	1.80357460038912e-10	1.48603265691243e-09	13.20814652659
RPL14	-0.599846138001962	7.42448502991231	-7.04148277339693	1.80818887091805e-10	1.48923739913808e-09	13.2056329501842
SYNCRIP	-0.513716602569086	5.68194551388539	-7.04121944711128	1.81053653666475e-10	1.49057352932388e-09	13.204356546573
TTC19	-0.491149806977688	4.63702937203093	-7.03929635767141	1.82777345716926e-10	1.50416166485267e-09	13.1950354202441
ILKAP	-0.575165818007751	5.75978859345257	-7.03848775988208	1.83506947012048e-10	1.50956135074083e-09	13.1911164647128
PPIP5K1	-0.34199447980832	3.88575092600426	-7.03751381634788	1.84389570319654e-10	1.51621499819871e-09	13.186396364249
LNPK	0.996830282060739	5.6860178847613	7.03571109816391	1.8603436569372e-10	1.5291280722561e-09	13.1776603440558
GTF3A	-0.520266682222172	8.95797312888983	-7.03220108963686	1.8927868414486e-10	1.55517300299589e-09	13.1606531253008
FZD5	0.447325984174991	3.53345780511349	7.03112148794661	1.9028778582594e-10	1.56283921300450e-09	13.1554227094237
APEX1	-0.835427646392979	7.99732786071122	-7.0306075617311	1.90770021478426e-10	1.56617385991218e-09	13.1529329624775
OAS2	-1.08543522269715	5.22211093365703	-7.02712170618723	1.94073020614467e-10	1.59265435327743e-09	13.1360473028448
ZC3H4	-0.268334301046701	4.57485263809878	-7.02579476707876	1.95345179746982e-10	1.60245433078672e-09	13.1296203591924
PSENEN	0.577270231226229	7.04154302199771	7.02476431477144	1.96338784853563e-10	1.60996236630322e-09	13.1246297408615
UNC119B	-0.320389456069984	4.91336261427821	-7.02310706880044	1.97947276766677e-10	1.62250442372495e-09	13.1166040470152
TSR2	-0.381547019732751	6.60112482884669	-7.02179359123049	1.99231376606221e-10	1.63237861159539e-09	13.1102436509026
PMPCA	-0.436708492632924	6.60049509692949	-7.02124920353831	1.99766002925488e-10	1.63610665369304e-09	13.1076076324028
THUMPD1	-0.77337063072117	6.33816282537972	-7.02088424062501	2.001252168775e-10	1.63839565004612e-09	13.1058404619615
CHD1L	-0.445313867323564	5.43597592639383	-7.02022628292775	2.00774426927867e-10	1.64305603303096e-09	13.102654680977
GLG1	-0.484316301339282	7.07117366899188	-7.02004050769921	2.009581094752e-10	1.64390453487495e-09	13.101755191585
KLF2	-0.378586073646161	6.63627590244104	-7.01982290013836	2.01173477390353e-10	1.64501145519075e-09	13.1007015871662
UBE2Z	-0.376092001548109	7.12489454168963	-7.01590839294783	2.05086962181513e-10	1.6763452608862e-09	13.081750543039
SLC25A23	-0.438135551267136	4.0604212398849	-7.01519206062526	2.05811223139992e-10	1.6815963516118e-09	13.0782830367382
PPDPF	-0.840479746854522	6.65551776706488	-7.01473442051079	2.06275253784593e-10	1.68471788156582e-09	13.0760678350982
TUBGCP6	-0.310285690704205	4.74729821206299	-7.01350713913783	2.07524793359193e-10	1.69424989222807e-09	13.0701274596789
CMTM1	0.50293451455487	4.5487920332015	7.0109359251216	2.10166989177075e-10	1.71513957926914e-09	13.0576833409526
MT-ND2	-0.860457959063922	10.6457232565617	-7.01082854709163	2.10278053111261e-10	1.71536471353049e-09	13.0571636915608
TUBGCP4	-0.38770356558812	5.43660800359438	-7.00933675839541	2.11827074861928e-10	1.72731530211816e-09	13.0499445787689
TLE5	-0.812317086324926	6.9369504920573	-7.0085571664011	2.1264106565203e-10	1.73326507659007e-09	13.0461721796641
NHS	-0.516680923482474	3.11150260204824	-7.00686762985886	2.144157955787e-10	1.74688304304411e-09	13.0379971507799
PCM1	-0.313365595223924	5.68567201198502	-7.00680508849787	2.14481771258957e-10	1.74688304304411e-09	13.037694550892
CEP68	-0.500233489081049	5.58930929959432	-7.00333332082239	2.18175883571331e-10	1.77626633577943e-09	13.020898345938
URM1	-0.360152431493815	5.69031258048118	-7.00258294254493	2.18982560361728e-10	1.7821277753953e-09	13.0172684695178
IPO5P1	-0.218303811938352	2.85738024468213	-7.00066601790502	2.21056738100741e-10	1.79829568932388e-09	13.0079962076263
KARS	-0.545419757015145	9.09325971592432	-6.9963796294709	2.25765394920368e-10	1.83587380301489e-09	12.9872661673021
RPL18	-0.407696816447064	8.53378420845237	-6.99494842585348	2.2735959884216e-10	1.84810616954413e-09	12.9803455700076
MAP4	-0.305137566254021	5.06414134951563	-6.99442591370067	2.27944393071019e-10	1.85212705939754e-09	12.9778190902994
PPP1R3E	-0.509951863692865	5.20697839753513	-6.99212366441212	2.30538850858312e-10	1.87246752817686e-09	12.9666879700755
SLC25A1	-0.510699630894101	5.70158775480261	-6.99166861431728	2.31055107010668e-10	1.87537672958017e-09	12.9644880160191
LRRC37A2	-0.553090288754322	5.59427340034652	-6.99164708535353	2.31079560041704e-10	1.87537672958017e-09	12.9643839348951
THADA	-0.229184651298591	3.61024725061246	-6.99147312393937	2.31277242939667e-10	1.87624005731039e-09	12.9635429281136
FGF13	2.14938754584286	5.34406204284222	6.99123343054897	2.31549895365058e-10	1.87771065503416e-09	12.9623841566153
B3GALT6	-0.376648086007438	4.74819153442209	-6.99113709419308	2.3165956807971e-10	1.87785896034318e-09	12.9619184332331
MRNIP	-0.402781990573781	5.20925432253622	-6.99055583095699	2.32322390825642e-10	1.88213408400529e-09	12.9591084561175
ZDHHC17	0.482833726081163	5.23632203996849	6.99051401367971	2.32370147993646e-10	1.88213408400529e-09	12.9589063039445
CETN2	0.718339437257852	6.7050487223051	6.98917785430301	2.33901228037221e-10	1.8937889420555e-09	12.9524473103904
PAOX	-0.320953762478224	4.37086339069487	-6.98823441533184	2.34988308581999e-10	1.90184117883084e-09	12.9478870063576
LINC02361	-0.37754487270801	4.6610105195007	-6.9870927187621	2.36310522847056e-10	1.91178934408825e-09	12.9423686932731
ARHGEF19	-0.474914218981058	4.45400820391643	-6.98662075347267	2.36859261530856e-10	1.91547460259644e-09	12.940087579997
SOCS3	0.779140615213868	5.49251168767533	6.98610961968853	2.37454963078188e-10	1.91953659964346e-09	12.9376172220095
ATP6V0B	0.448475796308605	10.3478742580626	6.98467063080039	2.3914001193113e-10	1.93239799652882e-09	12.9306628174458
DAG1	-0.326243124731255	5.03361717194076	-6.98189461491942	2.42424228824596e-10	1.95816646152383e-09	12.9172482969528
SMARCD2	-0.468948033518314	6.62437403681037	-6.97714217772632	2.48150657242488e-10	2.00363373503964e-09	12.8942877935181
VAPA	0.409736345664942	6.02643934954062	6.97653816455462	2.48887985272406e-10	2.00879780414873e-09	12.891370039988
ZZZ3	-0.633830139860533	5.29604733781079	-6.97516750959778	2.50569219067997e-10	2.02157317731773e-09	12.8847492905896
BRD3OS	-0.436530663741692	4.77266934823411	-6.97389104208718	2.52145031325079e-10	2.03348832366525e-09	12.8785839414196
RASSF7	-0.265513665733625	7.13802966842113	-6.97134959969929	2.553117364892e-10	2.05821925190921e-09	12.8663100212309
