from	to	cor	p.adj	type	p.signif
LCN2	FATTY_ACID_METABOLISM	0.334022114170027	0.0639336751731337	positive	ns
LCN2	OXIDATIVE_PHOSPHORYLATION	0.294519544622251	0.265535386217612	positive	ns
LCN2	GLYCOLYSIS	0.670725694519325	8.56897937013451e-13	positive	****
LCN2	REACTIVE_OXYGEN_SPECIES_PATHWAY	0.831041386891503	5.76221085564356e-26	positive	****
LCN2	P53_PATHWAY	0.0343453069979203	1	positive	ns
LCN2	UV_RESPONSE_UP	0.432243382405257	0.000706546393498372	positive	**
LCN2	UV_RESPONSE_DN	-0.412232014036838	0.00199801796683457	negative	**
LCN2	ANGIOGENESIS	0.651174954233014	9.56868626815692e-12	positive	****
LCN2	HEME_METABOLISM	0.448150497860578	0.000287510054229041	positive	**
LCN2	COAGULATION	0.603247822784942	1.77288773773473e-09	positive	****
LCN2	IL2_STAT5_SIGNALING	-0.234035659801486	1	negative	ns
LCN2	BILE_ACID_METABOLISM	0.33896749742646	0.0528937199794015	positive	ns
LCN2	PEROXISOME	-0.0925575284472761	1	negative	ns
LCN2	ALLOGRAFT_REJECTION	-0.677306582734493	3.63849220100917e-13	negative	****
LCN2	SPERMATOGENESIS	0.587946144373567	7.86826087095143e-09	positive	****
LCN2	KRAS_SIGNALING_UP	0.1711195176231	1	positive	ns
LCN2	KRAS_SIGNALING_DN	0.179097796357864	1	positive	ns
LCN2	PANCREAS_BETA_CELLS	-0.466647203486543	9.49207126786932e-05	negative	****
